Altitude(m),Pressure(mPa),Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
1885.6,719.338,-2.24125047823425,15.11205723109705,0.025416846050050002,18.715781,-1080.345592,-17.302164
1906.0,717.484,-2.2125200632157003,14.7888400008468,-0.3229394961156,22.744224,-1063.316263,-15.53209
1929.3,715.377,-1.69537250462195,14.0669882046001,-0.31216558680615003,39.83459,-1053.55034,-17.18009
1954.2,713.122,-1.7815637594842502,13.6396232039718,-0.10027874294689999,21.035188,-1047.385601,-17.363201
1978.5,710.923,-1.7779724563811,13.2014843038407,0.20857327489075,25.429853,-1034.445753,-17.973571
2003.0,708.72,-1.530172591297,12.7130671602655,0.4132775125437,30.862148,-1021.383831,-20.842311
2027.4,706.53,-1.5768595218313002,12.425762961046749,0.8514164126748001,24.514298,-1013.63213,-23.161718
2051.2,704.397,-1.5948160373470501,12.0235370821405,1.16745103671875,30.862148,-1003.072726,-24.565569
2075.0,702.274,-2.0832331711156002,11.81883284448755,1.29673792881885,22.62215,-986.165471,-26.213569
2099.4,700.097,-1.9611288852217998,11.5458938576814,1.1710423398219,35.31785,-970.356883,-24.443495
2123.6,697.944,-2.21611136631885,11.25140705225635,1.1387206217002,25.857112,-954.975555,-25.114902
2147.8,695.798,-2.2735722061626,10.949737640625,0.87655553439685,34.036073,-942.646077,-25.96942
2172.0,693.652,-2.3489895517154498,10.85995508265955,1.12076410618445,33.669851,-928.607562,-26.091494
2196.1,691.526,-2.3094852273874498,10.608563904665651,1.1566771274093,29.092074,-918.841639,-25.786309
2220.4,689.391,-2.5105981717439003,10.37153793908435,1.12794671239075,34.585406,-901.079867,-22.795495
2244.4,687.284,-2.56087640538135,10.31048579613745,0.8621903219842499,27.810297,-893.389203,-20.415052
2268.5,685.167,-2.44595472569385,10.159651095225101,0.9016946561189,31.655629,-882.829798,-21.452681
2292.5,683.07,-2.6362937509342004,9.9441729482627,0.91605985872485,31.83874,-873.185949,-20.537126
2316.5,680.977,-2.44595472569385,9.81129475305945,0.610799153797,33.975036,-867.936766,-21.086459
2340.5,678.889,-2.5536937991750497,9.5096253414281,0.7939555826376999,35.745109,-859.025361,-17.668386
2364.5,676.808,-2.42440690707495,9.2941471944657,0.3665905820094,28.35963,-851.395734,-20.415052
2388.2,674.756,-2.3525808548186,9.20795592979675,1.2931466257157,34.890591,-844.315439,-19.682608
2412.4,672.668,-2.2125200632157003,9.0032516921438,0.5138339798186,29.946593,-839.981811,-23.344829
2436.4,670.608,-2.1801983352873497,8.7662257265625,1.00584242649695,25.368816,-831.19248,-20.231941
2460.2,668.561,-2.2663895999563,8.72313009913135,0.58566003207495,24.148076,-825.210852,-19.0112
2484.0,666.521,-1.9647201883249499,8.55433888270325,1.1961814517373,31.777703,-817.153966,-17.973571
2507.7,664.493,-2.07964186801245,8.475330224240599,0.56052092015955,26.772668,-811.965819,-25.725272
2531.3,662.484,-2.2268852756283,8.353225938346801,1.5696769156250001,28.481704,-803.96997,-19.072237
2555.0,660.464,-1.9611288852217998,8.238304258659301,0.82986860386255,28.97,-800.002564,-24.077273
2578.4,658.479,-2.3525808548186,8.1377477913844,1.3721552743717,30.434889,-787.123753,-20.6592
2602.0,656.484,-1.84979850863745,8.134156488281251,0.8190946945530999,32.815332,-780.592792,-25.542161
2625.0,654.547,-2.7188937125,7.94381745323425,1.2033640579436,31.411481,-771.986572,-19.743645
2648.1,652.6,-1.9072593484812,7.8612175014751,1.1171728030813,34.219184,-764.295907,-22.002014
2670.5,650.719,-2.6578415695530997,7.62060023279065,0.92324246493115,26.162297,-758.92465,-21.147496
2693.5,648.792,-2.1227374954436,7.6241915358938,0.9555641928595001,37.942442,-747.937986,-21.330607
2715.8,646.921,-2.45313733190015,7.5164524624126,0.7544512485030499,28.847926,-741.895322,-22.185125
2738.2,645.058,-2.0975983835282,7.322522124262449,0.9411989804469001,30.251778,-732.861843,-20.109867
2760.3,643.215,-2.26279829685315,7.2614699813155505,0.81550339144995,30.312815,-727.673696,-21.391644
2782.4,641.378,-2.5357372836593,7.15373090783435,0.9483815866532,32.87637,-716.442885,-19.865719
2804.2,639.572,-2.29512001497485,7.0567657436625995,0.62516435640295,31.716666,-708.996368,-20.842311
2825.7,637.798,-2.6542502664499503,6.859244102409301,0.53897310154065,28.847926,-705.27311,-15.410016
2847.1,636.031,-2.0509114529939003,6.76227893823755,0.42046011875,29.092074,-700.146001,-14.128239
2868.1,634.304,-2.3561721579217503,6.64017465234375,0.3881384006283,26.955779,-698.070742,-16.813868
2889.3,632.565,-1.92521586399695,6.56475729698425,0.650303478125,29.031037,-689.586596,-16.203497
2910.1,630.862,-1.9934506131501502,6.4390617079873,0.7113556210719001,26.467483,-688.365856,-21.330607
2931.0,629.151,-1.8067028812063002,6.3205487350033005,0.87655553439685,27.13889,-681.224525,-19.62157
2951.8,627.458,-1.9539462790155,6.245131379643801,0.7257208334845001,22.927335,-680.064821,-20.354015
2972.6,625.761,-1.8533898117406,6.1373923061625995,0.9807033047749,29.885556,-671.824824,-17.363201
2993.1,624.098,-1.9539462790155,6.130209699956301,0.6574860843313,27.993408,-664.31727,-17.912534
3013.8,622.423,-2.0509114529939003,6.04401843528735,0.99865982029065,28.35963,-659.61742,-19.438459
3034.3,620.763,-1.9467636728092,6.0296532326814,0.9950685171875,30.00763,-654.185125,-22.307199
3054.3,619.15,-2.07964186801245,5.81417507591235,0.6790339029501999,24.758446,-650.339793,-22.673421
3074.4,617.531,-2.1083722928376503,5.7459403365658,0.8514164126748001,29.336222,-642.343944,-19.133274
3094.2,615.939,-2.14069401095935,5.72080121484375,0.72931213658765,27.383038,-638.254463,-16.996979
3113.9,614.358,-2.14787661716565,5.6848881936189,0.88373814060315,30.129704,-630.807947,-17.302164
3133.5,612.793,-2.00422451265295,5.6022882320531,0.7257208334845001,29.397259,-629.282022,-18.828089
3152.8,611.25,-2.07964186801245,5.5160969771908,0.62516435640295,29.153111,-624.460097,-19.743645
3172.1,609.711,-1.95035497591235,5.3401231545564,0.82986860386255,24.331187,-620.980987,-20.476089
3191.0,608.205,-1.9826767038407,5.286253617815801,0.5497470108501,26.589557,-616.647359,-19.194311
3210.1,606.689,-2.1083722928376503,5.2718884054032,0.6287556595061,27.016816,-613.229286,-15.471053
3229.0,605.196,-1.989859310047,5.228792777972051,0.62516435640295,32.021851,-608.956694,-15.226905
3247.6,603.727,-1.9790854007375502,5.13901021019995,0.7795903702251,29.031037,-604.256844,-17.912534
3266.1,602.264,-1.9144419546875,5.03127113671875,0.68621649934985,27.688223,-600.045289,-20.109867
3284.3,600.83,-2.0437288467876,4.93789727565015,0.6431208719187,24.575335,-596.383068,-19.133274
3302.6,599.39,-2.01140711885925,4.83374949546545,0.5892513351781,28.115482,-591.500107,-16.813868
3321.0,597.947,-1.9467636728092,4.83374949546545,0.6826251962466999,27.74926,-586.434034,-16.203497
3339.0,596.542,-2.04013754368445,4.8265668990658,0.610799153797,26.650594,-583.076998,-17.729423
3356.9,595.142,-1.93239847020325,4.69368870386255,0.76881646091565,28.298593,-577.400555,-16.813868
3374.6,593.759,-1.8533898117406,4.6218626516062,0.7436773391936,31.594592,-573.00589,-19.0112
3392.3,592.384,-1.87134632725635,4.5823583272782,0.65389478122815,26.223334,-570.015076,-20.842311
3409.7,591.027,-1.85698111484375,4.4674366475907,0.7436773391936,26.284371,-565.498337,-16.630757
3426.9,589.696,-1.84979850863745,4.4818018600033,0.62516435640295,27.627186,-562.690634,-16.203497
3444.0,588.374,-1.9790854007375502,4.36328887721265,0.57847742586865,29.153111,-559.08945,-15.776238
3461.3,587.04,-1.9467636728092,4.3201932399748495,0.7759990671219501,30.068667,-553.901303,-16.752831
3478.2,585.732,-1.8821202365658,4.2375932882157,0.6036165475907,31.533555,-550.178045,-17.912534
3495.0,584.436,-2.01140711885925,4.18013244837195,0.56052092015955,29.519333,-546.39375,-18.217719
3512.0,583.135,-2.1909722445968,4.1154890023219,0.6323469626092499,28.35963,-540.473159,-14.494461
3520.4,582.489,-1.9970419162533002,4.10471509301245,0.5820687289718001,31.411481,-536.444716,-14.677572
3544.9,580.608,-2.068867958703,4.0328890407561,0.53897310154065,30.495926,-533.08768,-16.203497
3553.1,579.986,-2.14787661716565,3.9395151796875,0.60002524448755,31.411481,-528.326792,-17.363201
3569.3,578.746,-1.95753758211865,3.95028908899695,0.5928426382812501,31.472518,-524.48146,-18.156682
3585.3,577.527,-1.9611288852217998,3.84255001551575,0.4671470492843,28.115482,-522.711386,-18.644978
3601.1,576.323,-2.01858972506555,3.8317761062063,0.5030600803158,27.199927,-518.621906,-15.043794
3616.8,575.131,-1.9072593484812,3.7527674477436497,0.46355574618115003,29.092074,-513.738945,-12.968535
3632.3,573.955,-1.78874636569055,3.67375879908765,0.3450427633905,28.664815,-513.250649,-14.677572
3647.5,572.804,-1.8533898117406,3.6055240499344503,0.55333831395325,28.725852,-508.428724,-13.517869
3662.9,571.641,-1.72051161653735,3.5732023220060998,0.5677035165592,29.275185,-505.865169,-13.334758
3678.1,570.488,-1.5876334311407498,3.53728930078125,0.33786015718420004,26.833705,-503.484725,-18.767052
3693.2,569.35,-1.6989638077251,3.3936372060752,0.4958774741095,25.612964,-500.188726,-16.14246
3708.2,568.223,-1.64868557408765,3.42236762109375,0.6359382657124,25.857112,-497.86932,-16.203497
3723.1,567.1,-1.6917812015188,3.3469502657342503,0.53179049533435,25.796075,-493.779839,-14.494461
3738.0,565.985,-1.7384681320531001,3.38286329676575,0.62516435640295,28.542741,-490.300729,-14.372387
3752.7,564.881,-1.6845985953125,3.2894894258905003,0.6574860843313,29.885556,-487.920286,-16.081423
3767.4,563.786,-1.5481290970061,3.2356198891498997,0.55333831395325,29.397259,-484.502213,-17.119053
3781.7,562.72,-1.66664207979675,3.1637938467002,0.5641122232626999,25.49089,-481.816584,-19.438459
3796.0,561.648,-1.5158073788844,3.1386547249781502,0.5820687289718001,27.199927,-477.727103,-16.691794
3810.1,560.602,-1.5158073788844,3.11710690635925,0.4958774741095,25.735038,-475.95703,-16.386608
3824.0,559.566,-1.67382468600305,3.0237330452906503,0.60002524448755,25.368816,-472.111698,-15.165868
3838.0,558.527,-1.609181239953,3.03809825770325,0.7077643179687501,28.35963,-467.900143,-15.959349
3852.0,557.493,-1.5517204001092502,3.0416895608064003,0.6287556595061,28.176519,-465.763848,-14.067202
3865.9,556.467,-1.6343203616750501,2.9303591842220498,0.610799153797,28.97,-461.369182,-18.034608
3879.5,555.456,-1.6558681704873,2.90881136560315,0.7329034396908001,29.031037,-456.30311,-18.522904
3893.1,554.456,-1.5158073788844,2.8513505257594,0.67544259984705,26.894742,-452.885037,-17.546312
3906.3,553.482,-1.64150296788135,2.7974809890188,0.6036165475907,26.650594,-447.880001,-16.813868
3919.5,552.511,-1.70973771703455,2.77234186729675,0.6574860843313,25.796075,-444.522965,-15.471053
3932.8,551.536,-1.6379116647782002,2.7364288460719,0.68621649934985,28.054445,-439.945189,-13.517869
3945.8,550.586,-1.5373551975033,2.7364288460719,0.53897310154065,30.312815,-436.710227,-14.92172
3958.5,549.652,-1.66664207979675,2.6538288845060998,0.51742528292175,29.153111,-433.902524,-16.56972
3971.4,548.711,-1.6774159891062,2.635872378797,0.53179049533435,27.932371,-428.226081,-17.058016
3984.2,547.771,-1.5876334311407498,2.59636804466235,0.5820687289718001,30.618,-422.122379,-15.959349
3996.7,546.864,-1.5696769156250001,2.5604550234375,0.47073835238745,27.871334,-418.521195,-17.485275
4008.9,545.972,-1.61277254305615,2.48144636497485,0.4815122616969,27.383038,-416.079714,-18.40083
4021.2,545.079,-1.7241029196405,2.4598985561626,0.4743296554906,26.772668,-410.586383,-13.273721
4033.4,544.189,-1.69537250462195,2.4311681313374,0.45278183687170004,29.092074,-405.459273,-11.625721
4045.5,543.314,-1.6235464523656,2.4168029189248,0.380955794422,31.289407,-401.674978,-11.137425
4057.3,542.455,-1.5948160373470501,2.37370729149365,0.34145146028735,32.265999,-398.440016,-12.236091
4069.1,541.606,-1.6163638461593,2.3162464516499,0.37018188511255,30.801111,-396.059572,-13.029572
4080.8,540.76,-1.5373551975033,2.3162464516499,0.40968620944055,31.472518,-392.21424,-14.067202
4092.2,539.937,-1.4763030545564002,2.255194308703,0.3522253695968,30.984222,-389.467574,-15.348979
4103.4,539.125,-1.42961611421545,2.2444204092002,0.29476452975305,27.932371,-386.659871,-15.837275
4114.5,538.331,-1.49066825716235,2.215689984375,0.2983558328562,24.88052,-385.988464,-13.334758
4125.5,537.535,-1.4691204483501,2.16541175073755,0.31631234837195,24.88052,-381.77691,-12.114017
4136.6,536.743,-1.3901117898874498,2.11872482020325,0.2983558328562,26.040223,-380.800317,-9.001129
4147.3,535.97,-1.3326509500436998,2.1294987295127,0.2660341147345,27.871334,-378.114689,-10.282907
4158.2,535.194,-1.42961611421545,2.0684465865658,0.2193471842002,27.322001,-375.184912,-9.977721
4168.9,534.426,-1.4080683054032002,2.05049007105005,0.2768080142373,28.97,-371.705802,-11.747795
4179.7,533.655,-1.3075118381283,2.05049007105005,0.31990365147509997,27.993408,-369.508469,-11.137425
4190.1,532.913,-1.2644162008905,1.9930292312063,0.2660341147345,28.542741,-367.066988,-13.090609
4200.3,532.178,-1.22850317966565,1.9714814125874,0.24089499301245001,26.10126,-364.320322,-14.677572
4210.6,531.451,-1.2644162008905,1.92120317894995,0.26244281163134997,24.514298,-361.573656,-14.128239
4220.6,530.734,-1.19977275484045,1.8781075515188002,0.17266024385925,22.683187,-359.010102,-11.625721
4230.6,530.027,-1.21413796725305,1.8709249453125,0.20857327489075,22.805261,-358.399731,-10.466018
4240.4,529.328,-1.21413796725305,1.86015103600305,0.23012108370300002,23.537706,-354.554399,-7.9635
4250.3,528.625,-1.2428683920782502,1.82782931788135,0.190616759375,25.246742,-352.29603,-7.719352
4260.1,527.933,-1.2105466641499,1.8242380147782,0.26244281163134997,25.918149,-349.915586,-6.620685
4269.7,527.251,-1.1494945212029999,1.8062814992624499,0.25526020542505,28.115482,-346.619587,-11.320536
4279.2,526.578,-1.09921628756555,1.8062814992624499,0.2049819717876,27.260964,-344.971587,-13.823054
4288.5,525.92,-1.1243554092876,1.7272728407998,0.22652978059985002,26.52852,-343.68981,-14.372387
4297.6,525.281,-1.1099901968750001,1.69854242578125,0.2049819717876,23.964965,-339.966552,-13.029572
4306.6,524.643,-1.06689456944385,1.6769946071623498,0.2193471842002,22.866298,-338.257515,-13.334758
4315.6,524.009,-1.07407717565015,1.6518554952469502,0.15470373815015,20.18067,-337.219886,-11.015351
4324.5,523.382,-1.1099901968750001,1.6159424642154498,0.2229384774967,20.913114,-333.740776,-10.954314
4333.5,522.751,-1.1494945212029999,1.6051685647126501,0.2588515085282,22.255928,-329.34611,-5.460982
4342.2,522.143,-1.0884423782561001,1.6015772616094999,0.24089499301245001,24.941557,-330.261666,-7.475204
4350.7,521.544,-1.0704858725470001,1.58362074609375,0.10442550451270001,25.124668,-327.148778,-8.024537
4359.2,520.949,-1.0561206601344,1.56207292747485,0.17266024385925,26.650594,-325.317667,-8.940092
4367.6,520.358,-1.05252935703125,1.5656642305780002,0.22652978059985002,26.650594,-323.913816,-9.733573
4376.2,519.76,-0.9483815866532,1.5225686031468502,0.2229384774967,25.796075,-320.739891,-11.564684
4384.3,519.188,-0.9376076773437501,1.50102078452795,0.24089499301245001,24.697409,-318.359447,-12.846461
4392.3,518.63,-0.8981033530157501,1.46151646019995,0.2229384774967,24.026002,-318.054262,-14.799646
4400.1,518.088,-0.93042507113745,1.42919474207825,0.19420806247815,21.462447,-313.720634,-14.982757
4407.9,517.544,-0.9555641928595001,1.4112382265625,0.16906894075610002,19.082003,-312.621967,-11.747795
4411.8,517.272,-0.9735206985686,1.3968730141499,0.22652978059985002,19.448225,-308.532487,-9.306314
4419.5,516.735,-0.90528595922205,1.3358208712030002,0.2516689023219,21.157262,-305.480636,-8.695944
4427.2,516.201,-0.8981033530157501,1.3789165084408002,0.2588515085282,22.866298,-304.504044,-9.062166
4434.8,515.674,-0.9555641928595001,1.36814259913135,0.28758192354675,25.551927,-299.804193,-9.916684
4442.2,515.155,-0.9268337680343,1.3465947805124499,0.31990365147509997,26.10126,-297.301675,-12.541276
4449.6,514.646,-0.92324246493115,1.33222956809985,0.31990365147509997,25.674001,-295.77575,-12.846461
4456.8,514.141,-0.8909207468094501,1.32145566859705,0.3342688638877,26.406446,-292.113529,-12.724387
4463.9,513.649,-0.8478251193783001,1.29990784997815,0.2768080142373,26.284371,-291.259011,-18.339793
4470.9,513.167,-0.8190946945530999,1.2891339406687,0.26244281163134997,22.62215,-288.878567,-16.813868
4477.7,512.697,-0.88373814060315,1.2424470101344,0.24807759921875,20.485855,-284.972198,-15.348979
4484.5,512.226,-0.8693729281905499,1.21730788841235,0.22652978059985002,19.082003,-283.019013,-12.541276
4491.2,511.765,-0.8657816250874,1.19935138270325,0.2373036899093,18.044374,-279.60094,-12.175054
4497.7,511.313,-0.8693729281905499,1.2029426858064,0.24089499301245001,18.959929,-276.549089,-10.038759
4504.0,510.877,-0.9124685556216999,1.17780356408435,0.2516689023219,19.997559,-275.084201,-7.902463
4510.2,510.448,-0.8945120499126,1.17780356408435,0.2229384774967,22.866298,-272.093387,-6.376537
4516.5,510.017,-0.91605985872485,1.1562557454654498,0.26244281163134997,24.026002,-269.835017,-6.498611
4522.7,509.59,-0.88373814060315,1.17062095787805,0.25526020542505,26.223334,-267.393536,-6.559648
4528.7,509.176,-0.8621903219842499,1.1742122609812,0.30912974216565,27.13889,-266.844203,-8.695944
4534.6,508.769,-0.88373814060315,1.1418905428595,0.2373036899093,27.383038,-263.914426,-11.137425
4540.4,508.373,-0.8119120883468,1.1526644423623,0.18343415316870001,27.016816,-261.961241,-14.372387
4546.0,507.99,-0.8226859976562501,1.1275253304469002,0.16906894075610002,24.819483,-259.824946,-15.53209
4551.4,507.615,-0.7652251578125,1.10956881493115,0.17266024385925,22.378002,-257.505539,-13.517869
4556.7,507.252,-0.8190946945530999,1.0736557937063,0.1618863345498,20.058596,-255.43028,-13.639943
4562.0,506.889,-0.81550339144995,1.06288188439685,0.14033852573754999,18.349559,-254.148503,-10.83224
4567.3,506.524,-0.80113817903735,1.01619495386255,0.1439298288407,18.166448,-251.279763,-9.977721
4572.5,506.168,-0.82986860386255,1.026968863172,0.14033852573754999,18.105411,-250.669393,-6.559648
4577.5,505.826,-0.7939555826376999,1.00901234765625,0.061329867274899995,18.593707,-248.655171,-6.254463
4582.5,505.486,-0.83705121006885,0.9982384383467999,0.09724289830640001,18.837855,-247.25132,-2.348094
4587.5,505.147,-0.8657816250874,0.98746452903735,0.10083420140955,21.035188,-246.396802,-2.348094
4592.3,504.815,-0.8047294821405,0.98746452903735,0.14033852573754999,24.392224,-243.467025,-2.348094
4597.2,504.484,-0.7831816733282501,1.0126036507594,0.12238201022180001,26.772668,-241.086581,-4.545427
4601.7,504.171,-0.7436773391936,1.00901234765625,0.17266024385925,27.077853,-240.598285,-5.644093
4606.0,503.879,-0.7257208334845001,1.00901234765625,0.1439298288407,27.383038,-238.706137,-8.268685
4610.1,503.599,-0.7113556210719001,0.99464713524365,0.0756950796875,26.52852,-238.03473,-11.44261
